Id,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Bsmt Qual,Total Bsmt SF,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplace Qu,Garage Finish,Garage Cars,Garage Area,Garage Total Value,Overall Total Value,Exter Total Value,Total Flr SF,Fireplace Total Value,Total Bath,Kitchen Total Value,Land Contour_Bnk,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_Corner,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 1_Artery,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,Condition 2_Artery,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Condition 2_RRAn,Condition 2_RRNn,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Fin,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Garage Type_2Types,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Sale Type_COD,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD ,SalePrice
1044,-0.05441467122034077,-0.008179162821571275,-0.6302360585407285,0.8617702360839229,-0.6885643987206242,-0.533467852851714,-1.3618971251694687,-1.8225463997525564,-1.0456337899180708,-1.027219516731658,-0.7712216082183482,-1.5854116418438045,-0.9701168665954532,-0.7986798228343966,-1.0062748847670144,-0.9758999781608472,-0.4255247434854064,-0.3922387554741611,-0.7034656342606412,-1.0393396351919926,-0.9829607902337999,-0.4568524378418756,-0.839155206556074,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,85400
2752,0.6773863744438676,1.1206606685130343,1.0006807901707584,-0.5860113930394856,1.077646242560976,0.5921336724468437,0.4113681354832933,0.1670246076450657,-0.5797877116059483,0.817033614368599,0.7637547323434811,-0.26839195495494056,-0.9701168665954532,0.31877303575451615,0.32831457069817793,0.7854560516036346,0.35951385379087547,0.21533021021724624,0.7743256762518594,-0.5721693490082855,-0.9829607902337999,-0.4568524378418756,0.6971607504848797,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183600
807,-0.7862157168845492,-3.029485770217133,1.0966170753890812,-0.5860113930394856,1.077646242560976,-3.9102724287473873,-2.5432586712319294,0.38656347742687225,1.1233961403225352,-1.027219516731658,-0.7712216082183482,0.3901178884894914,0.6987392852645076,-0.7986798228343966,0.32831457069817793,0.5174236122916483,-0.03300544484726547,0.21533021021724624,0.7743256762518594,1.1358559507040908,0.7021984975058136,-1.542584325627935,-0.839155206556074,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131000
1177,1.409187420108076,0.9214536394539862,0.7608400771249515,2.2596283607548,1.077646242560976,0.5921336724468437,-0.19521087781585833,-0.5080574169339895,0.26126471032408255,0.817033614368599,0.7637547323434811,0.3901178884894914,-0.9701168665954532,-0.7986798228343966,0.32831457069817793,0.05793943061395737,-0.03300544484726547,0.8228991759086536,0.7743256762518594,0.27127383735958355,-0.9829607902337999,1.7146113377302432,0.6971607504848797,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,200000
1480,0.6773863744438676,1.1870630115327168,1.0966170753890812,-0.5860113930394856,1.077646242560976,0.5921336724468437,0.7611294213775622,0.5868926961027707,-0.2572788881590944,0.817033614368599,0.7637547323434811,-0.26839195495494056,-0.9701168665954532,0.31877303575451615,0.32831457069817793,0.6801575933024971,0.35951385379087547,0.21533021021724624,0.7743256762518594,-0.24874376626571923,-0.9829607902337999,-0.4568524378418756,0.6971607504848797,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,193000
324,-0.7862157168845492,1.0874594970031928,1.0006807901707584,-0.5860113930394856,-0.6885643987206242,1.7177351977454014,0.9543541877107597,0.7762449712895789,-0.11183373248698376,0.817033614368599,0.7637547323434811,0.3901178884894914,-0.9701168665954532,0.31877303575451615,0.32831457069817793,0.7471657031304938,0.35951385379087547,-0.9998077211655685,-0.7034656342606412,-0.1028851701269148,-0.9829607902337999,-0.4568524378418756,0.6971607504848797,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173500
1311,-0.7862157168845492,-1.8342435958628447,-1.6375670533331175,-0.5860113930394856,-0.6885643987206242,-0.533467852851714,-1.0170276055114833,-1.4356091417621224,-0.29311320187541146,-1.027219516731658,-0.7712216082183482,0.3901178884894914,-0.9701168665954532,-0.7986798228343966,1.6629040261633703,0.21588711806566363,-0.4255247434854064,-0.9998077211655685,-0.7034656342606412,-0.2846799421260044,-0.9829607902337999,-1.542584325627935,-0.839155206556074,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,98000
770,-0.7862157168845492,-0.27378853490030197,-1.0139811994140195,-0.5860113930394856,-0.6885643987206242,-0.533467852851714,0.19857630420496192,-0.07172391324264897,-0.7631750818012182,-1.027219516731658,-0.7712216082183482,-0.9269017983993725,-0.9701168665954532,-0.7986798228343966,0.32831457069817793,0.05793943061395737,-0.03300544484726547,-0.3922387554741611,-0.7034656342606412,-0.756078013705039,-0.9829607902337999,-0.4568524378418756,-0.839155206556074,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,139000
2063,-0.05441467122034077,0.19102786623747675,-0.34242720288576023,0.33757343933234396,-0.6885643987206242,-0.533467852851714,-0.9289758132583805,0.3783307698100545,-0.41747934947910026,-1.027219516731658,-0.7712216082183482,0.3901178884894914,0.6987392852645076,0.31877303575451615,0.32831457069817793,0.28768152145280285,0.35951385379087547,-0.3922387554741611,-0.7034656342606412,-0.4093996112881705,0.7021984975058136,-0.4568524378418756,-0.839155206556074,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,143500
69,0.6773863744438676,1.2534653545523995,1.192553360607404,-0.5860113930394856,-0.6885643987206242,0.5921336724468437,-0.6941710339167735,-1.0514161196439609,0.1347906619135516,0.817033614368599,0.7637547323434811,0.3901178884894914,-0.9701168665954532,-0.7986798228343966,0.32831457069817793,0.6993027675390676,-0.03300544484726547,0.21533021021724624,-0.7034656342606412,0.14444027549975358,-0.9829607902337999,0.6288794499441838,0.6971607504848797,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,215200
2062,-0.7862157168845492,-0.10778267735109529,-0.7741404863682126,-0.5860113930394856,-0.6885643987206242,0.5921336724468437,-0.35663916361321324,-0.6946654562485252,-1.2416685649543937,-1.027219516731658,-0.7712216082183482,-0.9269017983993725,-0.41383148264213293,1.436225894343429,0.32831457069817793,-0.08564937616032105,0.7520331524290164,-0.9998077211655685,-0.7034656342606412,-1.2359316560747289,-0.14038114636399318,-1.542584325627935,-0.839155206556074,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,129000
351,1.409187420108076,0.9546548109638274,0.7608400771249515,-0.5860113930394856,1.077646242560976,0.5921336724468437,1.1280118890988233,1.4046749860400003,0.37087555227987606,0.817033614368599,2.2987310729053103,-0.9269017983993725,1.8113100531711481,1.436225894343429,0.32831457069817793,0.14887900823766703,0.7520331524290164,0.8228991759086536,0.7743256762518594,0.38119625763810283,1.5447781413756203,0.6288794499441838,2.2334767075258335,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,278000
2393,1.409187420108076,1.1206606685130343,1.0486489327799198,-0.5860113930394856,1.077646242560976,1.7177351977454014,0.4138140186014351,0.16976884351733826,1.6229686315441325,0.817033614368599,2.2987310729053103,1.0486277319339234,1.255024669217828,1.436225894343429,0.32831457069817793,0.5126373187325057,0.7520331524290164,0.8228991759086536,0.7743256762518594,1.6368485200504193,1.123488319440717,0.6288794499441838,2.2334767075258335,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344133
12,-0.05441467122034077,0.6890454388850967,1.0966170753890812,-0.5860113930394856,-0.6885643987206242,0.5921336724468437,0.31353281075762374,0.10939565432734145,-0.6240536285496342,0.817033614368599,-0.7712216082183482,-0.26839195495494056,-0.9701168665954532,1.436225894343429,0.32831457069817793,-0.22923818293459947,0.7520331524290164,0.8228991759086536,0.7743256762518594,-0.616561095659226,-0.9829607902337999,0.6288794499441838,-0.839155206556074,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,185000
2339,-0.7862157168845492,-0.5393979069790327,-1.3977263402873106,-0.5860113930394856,-0.6885643987206242,-0.533467852851714,0.039593901525748765,-0.25009924494036684,-0.9001886342459601,-1.027219516731658,-0.7712216082183482,-0.9269017983993725,-0.9701168665954532,1.436225894343429,0.32831457069817793,0.4982784380550778,0.7520331524290164,-0.9998077211655685,-0.7034656342606412,-0.8934810390531881,-0.9829607902337999,-0.4568524378418756,-0.839155206556074,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145000
624,-0.05441467122034077,-0.34019087791998465,-1.1099174846323423,-0.5672900788697863,-0.6885643987206242,-0.533467852851714,1.0106094994280197,0.8393623963518483,-0.06335201392961357,0.817033614368599,-0.7712216082183482,-0.26839195495494056,0.6987392852645076,0.31877303575451615,0.32831457069817793,0.2972541085710881,0.35951385379087547,0.21533021021724624,-0.7034656342606412,-0.05426563808064665,0.7021984975058136,0.6288794499441838,-0.839155206556074,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,187500
