Id,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Foundation,Bsmt Qual,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Total Bsmt SF,Heating QC,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Finish,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 1_Artery,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,Condition 2_Artery,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAn,Condition 2_RRNn,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,SalePrice
2752,0.7028494764199883,1.1189365507436855,0.9948484210729077,-0.5887533570495396,1.1048709683240838,-0.9151839233783932,0.6307952968590251,1.3305285340966917,1.1709452952926585,-0.08472500429468027,0.43408959235993866,0.8883149252824465,0.2124763009699066,-0.5612167745341538,0.8364496810101251,0.7755163370002661,-0.2363093934171131,-0.9195868709228314,-0.9612502896350565,0.3281650616569469,0.349953109424795,0.823068228598476,0.14522435554302016,0.23761844941740107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,183600
1177,1.4562596661634697,0.9183180180439053,0.7548913853777052,2.408545274043254,1.1048709683240838,-0.9151839233783932,0.6307952968590251,-0.6042668463162992,1.1709452952926585,0.9104301273558759,-0.22364585580011737,0.8883149252824465,-0.48521775166784414,0.31791524471094956,0.8364496810101251,0.7755163370002661,0.4483819259709319,-0.9195868709228314,-0.9612502896350565,-0.7969722925954422,0.349953109424795,0.07875991815503892,0.7110223565057794,-0.7359796651843055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,200000
1480,0.7028494764199883,1.1858093949769457,1.0908312353509888,-0.5887533570495396,1.1048709683240838,-0.9151839233783932,0.6307952968590251,1.3305285340966917,1.1709452952926585,-0.9590398699590975,0.8133483386780355,0.8883149252824465,0.6464079678543614,-0.22410600023715924,0.8364496810101251,0.7755163370002661,-0.2363093934171131,-0.9195868709228314,-0.9612502896350565,0.3281650616569469,0.349953109424795,0.7153393941921891,-0.7830379897865067,0.10332905429992431,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,193000
324,-0.8039709030669746,1.0855001286270556,0.9948484210729077,-0.5887533570495396,-0.6883127935519869,-0.9151839233783932,1.9447099244179165,1.3305285340966917,-1.2370040835621259,-1.0159058774819865,1.0228689048257953,0.8883149252824465,0.842102641155194,-0.072075651044397,0.8364496810101251,0.7755163370002661,0.4483819259709319,-0.9195868709228314,-0.9612502896350565,0.3281650616569469,0.349953109424795,0.7838941069961898,-0.7830379897865067,-0.7359796651843055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,173500
1311,-0.8039709030669746,-1.8569050176363882,-1.6446789715743195,-0.5887533570495396,-0.6883127935519869,1.960805416369233,-0.6831193306998662,-0.6042668463162992,-1.2370040835621259,-1.0159058774819865,-1.1147713016943868,-2.2746304716969767,-1.4438380353733717,-0.2615627529368253,-1.0168603965221126,-0.777807374923457,0.4483819259709319,-0.9195868709228314,-0.9612502896350565,-0.7969722925954422,1.705771441939144,0.24035316976446933,-0.7830379897865067,-0.7359796651843055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,98000
770,-0.8039709030669746,-0.28539317815477616,-1.020790678766793,-0.5887533570495396,-0.6883127935519869,-0.9151839233783932,-0.6831193306998662,-0.6042668463162992,-0.2738243320202122,0.5265845765763757,0.20335175369088676,-1.2203153393705024,-0.03426915667027353,-0.75290721482068,-1.0168603965221126,-0.777807374923457,-0.9210007128051582,-0.9195868709228314,-0.9612502896350565,-0.7969722925954422,0.349953109424795,0.07875991815503892,-0.7830379897865067,0.6069142859904622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,139000
2063,-0.05056071332349312,0.18271673147804443,-0.3489109788202262,0.38405409339285834,-0.6883127935519869,0.5228107464954199,-0.6831193306998662,-0.6042668463162992,-1.2370040835621259,-1.0159058774819865,-1.0192935753485721,0.8883149252824465,0.43086021175489364,-0.39155971818860746,-1.0168603965221126,-0.777807374923457,0.4483819259709319,0.6780554057861491,0.7148603739892083,0.3281650616569469,0.349953109424795,0.3138046477687559,0.4369639497894429,-0.7359796651843055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,143500
69,0.7028494764199883,1.2526822392102057,1.1868140496290698,-0.5887533570495396,-0.6883127935519869,-0.9151839233783932,0.6307952968590251,0.36313084389019623,1.1709452952926585,-0.9590398699590975,-0.7646863050930667,0.8883149252824465,-1.046776379400668,0.18571494106506936,0.8364496810101251,0.7755163370002661,0.4483819259709319,-0.9195868709228314,-0.9612502896350565,-0.7969722925954422,0.349953109424795,0.7349264549933321,0.7110223565057794,0.019398182351501335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,215200
2062,-0.8039709030669746,-0.11821106757162594,-0.7808336430715906,-0.5887533570495396,-0.6883127935519869,0.5228107464954199,0.6307952968590251,-0.6042668463162992,0.20776554375074463,0.14984727673723655,-0.3986883541007774,-0.1660002070440279,-0.6780762702831574,-1.2530650302809268,-1.0168603965221126,-0.777807374923457,-0.9210007128051582,0.6780554057861491,-0.4025467350936349,1.453302415909336,0.349953109424795,-0.06814303785353419,-0.7830379897865067,-0.7359796651843055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,129000
351,1.4562596661634697,0.9517544401605353,0.7548913853777052,-0.5887533570495396,1.1048709683240838,-0.9151839233783932,0.6307952968590251,-0.6042668463162992,1.1709452952926585,1.727878985497404,1.211172198452263,0.8883149252824465,1.4915820641391164,0.43248884120404574,0.8364496810101251,2.3288400489239893,-0.9210007128051582,0.6780554057861491,1.8322674830720516,1.453302415909336,0.349953109424795,0.17179845696046855,1.0911678884026332,0.2544046238070857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,278000
2393,1.4562596661634697,1.1189365507436855,1.0428398282119482,-0.5887533570495396,1.1048709683240838,-0.9151839233783932,1.9447099244179165,1.3305285340966917,-1.2370040835621259,-1.0159058774819865,0.4367417514251002,0.8883149252824465,0.21531245565542592,1.7412718472982596,0.8364496810101251,2.3288400489239893,1.133073245358977,0.6780554057861491,1.27356392853063,1.453302415909336,0.349953109424795,0.543952612182187,1.3652262951189698,1.647657098150907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,344133
2339,-0.8039709030669746,-0.5528845550878165,-1.4047219358791172,-0.5887533570495396,-0.6883127935519869,0.5228107464954199,-0.6831193306998662,0.36313084389019623,-0.2738243320202122,1.486198453525126,0.0309614144553882,-1.2203153393705024,-0.21861921122902883,-0.8961242104370502,-1.0168603965221126,-0.777807374923457,-0.9210007128051582,-0.9195868709228314,-0.9612502896350565,1.453302415909336,0.349953109424795,0.5292623165813297,1.5508787641848751,-0.7359796651843055,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,145000
624,-0.05056071332349312,-0.3522660223880362,-1.116773493044874,-0.5690342871081396,-0.6883127935519869,0.5228107464954199,-0.6831193306998662,-0.6042668463162992,-0.2738243320202122,2.0927692004359413,1.0838685633245102,0.8883149252824465,0.9073341989221381,-0.021398867980142938,0.8364496810101251,-0.777807374923457,-0.2363093934171131,0.6780554057861491,0.7148603739892083,0.3281650616569469,0.349953109424795,0.3235981781693274,-0.7830379897865067,0.08654287991023972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,187500
86,-0.8039709030669746,-0.21852033392151607,1.1868140496290698,-0.5887533570495396,-0.6883127935519869,0.5228107464954199,-0.6831193306998662,-0.6042668463162992,1.1709452952926585,0.29438171252457923,-0.3986883541007774,0.8883149252824465,-0.6780762702831574,-1.2530650302809268,-1.0168603965221126,-0.777807374923457,-0.9210007128051582,0.6780554057861491,1.27356392853063,-0.7969722925954422,-1.0058652230895542,-0.626374270686112,2.8946490164714285,1.6812294469302762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,138500
1534,-0.8039709030669746,-1.1547401531871573,0.5149343496825027,-0.5887533570495396,-0.6883127935519869,0.5228107464954199,-0.6831193306998662,-0.6042668463162992,0.20776554375074463,0.41996081247095896,-0.27138471897302463,0.8883149252824465,0.3741371180445074,1.0472202531573886,0.8364496810101251,0.7755163370002661,0.4483819259709319,0.6780554057861491,1.27356392853063,-0.7969722925954422,-1.0058652230895542,-1.096463729913546,-0.7830379897865067,-0.06453268959692164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,198000
2243,-0.8039709030669746,-2.559069882085619,1.0428398282119482,-0.5887533570495396,-0.6883127935519869,0.5228107464954199,-0.6831193306998662,-0.6042668463162992,-1.2370040835621259,-1.0159058774819865,-0.2316023329956019,-2.2746304716969767,-0.2810146143104537,1.1639971880445827,0.8364496810101251,-0.777807374923457,1.817764564747022,-0.9195868709228314,-0.9612502896350565,-1.9221096468478314,-2.361683555603903,-2.271687377982131,-0.7830379897865067,-0.7359796651843055,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,119600
1957,-0.8039709030669746,-0.7535030877875968,1.0428398282119482,-0.5887533570495396,-0.6883127935519869,0.5228107464954199,-0.6831193306998662,0.36313084389019623,-1.2370040835621259,-1.0159058774819865,-0.987467666566634,0.8883149252824465,-1.3077026104684446,-1.1869648784579867,-1.0168603965221126,-0.777807374923457,-0.2363093934171131,0.6780554057861491,-0.4025467350936349,-0.7969722925954422,0.349953109424795,0.5488493773824729,-0.7830379897865067,-0.7359796651843055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,122900
2860,1.4562596661634697,-1.4222315301201975,-1.6446789715743195,-0.5887533570495396,-0.6883127935519869,-0.9151839233783932,0.6307952968590251,-0.6042668463162992,-1.2370040835621259,-1.0159058774819865,-0.669208578747252,-2.2746304716969767,-0.9673640482061272,0.11961478924212926,-1.0168603965221126,0.7755163370002661,0.4483819259709319,2.2756976824951294,1.27356392853063,-0.7969722925954422,0.349953109424795,-0.3129812978678227,-0.7830379897865067,-0.7359796651843055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,230000
2517,1.4562596661634697,0.7845723295773852,0.5629257568215432,-0.5887533570495396,1.1048709683240838,-0.9151839233783932,0.6307952968590251,1.3305285340966917,-0.7554142077911691,0.01952934283061609,1.1926070849961323,0.8883149252824465,1.02361654102843,0.0689380061778752,-1.0168603965221126,2.3288400489239893,-0.2363093934171131,0.6780554057861491,1.27356392853063,1.453302415909336,0.349953109424795,0.08365668335532468,-0.7830379897865067,-0.2323944334937676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,270000
1933,-0.05056071332349312,-0.6531938214377067,-1.5486961572962386,-0.5887533570495396,-0.6883127935519869,0.5228107464954199,-0.6831193306998662,-0.6042668463162992,0.6893554195217015,0.02900701075109758,-0.25547176458205556,-1.2203153393705024,-0.5249239172651146,-1.1340847569996346,-1.0168603965221126,-0.777807374923457,-0.9210007128051582,-0.9195868709228314,-0.9612502896350565,-0.7969722925954422,0.349953109424795,-0.264013645864965,-0.7830379897865067,0.06975670552055513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,125000
820,1.4562596661634697,1.1858093949769457,1.1388226424900292,1.6197824763872557,1.1048709683240838,-0.9151839233783932,1.9447099244179165,2.297926224303187,1.1709452952926585,2.0359031929130524,1.7522126477452122,0.8883149252824465,1.658915190584756,0.5624858064558279,0.8364496810101251,0.7755163370002661,0.4483819259709319,0.6780554057861491,1.27356392853063,0.3281650616569469,1.705771441939144,1.7730406774539154,1.0558055133424609,0.002612007961816741,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,297000
675,-0.05056071332349312,-0.45257528873792635,-1.2607477144619956,-0.04976544531794072,-0.6883127935519869,0.5228107464954199,0.6307952968590251,2.297926224303187,-1.2370040835621259,-1.0159058774819865,-2.3453731079293303,-2.2746304716969767,0.02529009172563202,-0.7066371085446219,-1.0168603965221126,-0.777807374923457,-0.9210007128051582,0.6780554057861491,1.27356392853063,0.3281650616569469,-1.0058652230895542,-0.39132954107239504,-0.7830379897865067,-0.2659667822731368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,113500
2910,-0.8039709030669746,0.18271673147804443,-0.3489109788202262,-0.5887533570495396,-0.6883127935519869,-0.9151839233783932,-0.6831193306998662,-0.6042668463162992,0.6893554195217015,0.28253462762397735,-0.7620341460279052,0.8883149252824465,-0.5901554750320587,0.02707457669001313,0.8364496810101251,-0.777807374923457,-0.2363093934171131,0.6780554057861491,0.7148603739892083,0.3281650616569469,-1.0058652230895542,-0.626374270686112,0.13638376177797704,-0.29953913105250596,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,127000
21,-0.05056071332349312,0.18271673147804443,-0.3489109788202262,2.566297833574454,-0.6883127935519869,0.5228107464954199,0.6307952968590251,-0.6042668463162992,0.20776554375074463,0.6545330935028757,2.120862757802663,0.8883149252824465,2.016270680960189,0.8401064441121763,0.8364496810101251,-0.777807374923457,0.4483819259709319,0.6780554057861491,0.7148603739892083,0.3281650616569469,0.349953109424795,0.40194642137389974,-0.7830379897865067,1.3119336103572152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,190000
1873,0.7028494764199883,0.04897104301152426,-0.5408766073763882,1.514614103366456,-0.6883127935519869,0.5228107464954199,-0.6831193306998662,-0.6042668463162992,0.6893554195217015,1.154480076308274,0.5242630005754302,-2.2746304716969767,0.3089055602775632,-0.4863032691348216,-1.0168603965221126,-0.777807374923457,-0.2363093934171131,0.6780554057861491,0.7148603739892083,-0.7969722925954422,0.349953109424795,0.3138046477687559,-0.7830379897865067,-0.7359796651843055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,175500
